QUEST_UNUSED_20150317_000078	Me? To my story, is often too circumstances ...	Aku? Ceritaku, tergantung keadaan ...
QUEST_UNUSED_20150317_000079	When getting rid of Demon, had its load is thought lost. {nl} I it was not. Thank you for opening the door.	Ketika mengalahkan Asmodian, beban yang dimiliki menghilang. {nl} Tapi tidak bagiku. Terima kasih sudah membukakan pintu.
QUEST_UNUSED_20150317_000080	Please listen to the advice in the soul of the assistant. {nl} get lost and need help to soul.	Mohon dengarkan nasihat dari Soul of The Assistant. {nl} Jika tersesat dan butuh bantuan.
QUEST_UNUSED_20150317_000081	I troubled. The force is, also let's do if the Demon?	Aku dalam masalah. Kekuatan itu, juga mungkin dilakukan jika itu Asmodian?
QUEST_UNUSED_20150317_000082	Oh, but I you say the soul. {nl} It has been lost in the place a high hill.	Oh, tapi katamu itu adalah jiwa. {nl} Itu hilang di sebuah tempat di bukit yang tinggi.
QUEST_UNUSED_20150317_000083	If visible, I will inform the direction of the machine. {nl} There dark slime a lot on the road in the visible. {nl} will clearly be a major threat to you.	Jika terlihat, aku akan memberikan informasi arah ke mesin. {nl} Ada banyak dark slime terlihat di jalan. {nl} Jelas akan menjadi ancaman besar untukmu.
QUEST_UNUSED_20150317_000084		Hal yang pasti, tidak pernah berkelompok. {nl} Namun, aku bingung sekali.
QUEST_UNUSED_20150317_000085	Unknown Spirit	Jiwa Tak Bernama
QUEST_UNUSED_20150317_000086	We owl was waiting for you. {nl} welcome.	Owl kami sedang menunggumu. {nl} Selamat datang.
QUEST_UNUSED_20150317_000087	So has around there or black. {nl} sculptor like is looking at this forest, How sad conviction.	Memiliki seperti itu atau hitam. {nl} Pematung sepertinya mencarinya di hutan ini, keyakinan yang menyedihkan.
QUEST_UNUSED_20150317_000088	It is also is a sore chest look only remains that are scattered in front of it.	Juga dada ini sakit melihat sisa-sisa yang tersebar di depannya.
QUEST_UNUSED_20150317_000089	Red Puragiga are threatening us. Please see that you walk around there {nl}.	Red Puragiga mengancam kami. Tolong lihat jika kamu berjalan sekitar sini {nl}.
QUEST_UNUSED_20150317_000090	And between which there is a black Sakmori .. you will not be able to pass through. {nl} is full of black Sakmori on top of the hill.	Dan diantara yang ada seekor Black Sakumori .. Kamu tidak akan bisa melaluinya. {nl} penuh dengan Black Sakumori di atas bukit.
QUEST_UNUSED_20150317_000091	How to protect I was thinking. And but's ear {nl} Fisherman swallowed soul, DP will be felt. {nl} If Fisherman visited swallowed DP.	Bagaimana melindungi aku sedang berpikir. Dan tapi telinga {nl} jiwa Nelayan tertelan, DP akan terasa. {nl} Jika nelayan mengunjungi DP tertelan.
QUEST_UNUSED_20150317_000092	I wait for the owl image	Aku menunggu owl image
QUEST_UNUSED_20150317_000093	The Silent Forest (1)	Silence of the forest (1)
QUEST_UNUSED_20150317_000094	I'll get rid of the Black Zigri	Aku akan mengalahkan Black Zigri.
QUEST_UNUSED_20150317_000095	The Silent Forest (2)	Silence of the forest (2)
QUEST_UNUSED_20150317_000096	The remains of the Notice / soul I told weak owl image.	Sisa-sisa Notice / jiwaku mengatakan owl image yang lemah.
QUEST_UNUSED_20150317_000097	The Silent Forest (3)	Silence of the forest (3)
QUEST_UNUSED_20150317_000098	We propose is to confirm the barrier	Kami mengusulkan untuk mengkonformasi barrier.
QUEST_UNUSED_20150317_000099	The Silent Forest (4)	Silence of the forest (4)
QUEST_UNUSED_20150317_000100	To provide that the try to find the soul	Untuk memberikan yang mencoba menemukan jiwa.
QUEST_UNUSED_20150317_000101	Spiritual Poison (1)	Jiwa yang telah dimasuki racun (1)
QUEST_UNUSED_20150317_000102	I'll get rid of the Puragi	Aku akan mengalahkan Puragi.
QUEST_UNUSED_20150317_000103	Spiritual Poison (2)	Jiwa yang telah dimasuki racun (2)
QUEST_UNUSED_20150317_000104	I'll get rid of the Black Sakamoli	Aku akan mengalahkan Black Sakamoli.
QUEST_UNUSED_20150317_000105	Spiritual Poison (3)	Jiwa yang telah dimasuki racun (3)
QUEST_UNUSED_20150317_000106	To provide as try to check the owl image	Untuk memberikan sebagai percobaan untuk memeriksa owl image.
QUEST_UNUSED_20150317_000107	Spiritual Poison (4)	Jiwa yang telah dimasuki racun (4)
QUEST_UNUSED_20150317_000108	Checking /MAKING/2.5/TRACK_BEFORE/None	Checking /MAKING/2.5/TRACK_BEFORE/None
QUEST_UNUSED_20150317_000109	Relief request of owl image	Permintaan bantuan dari Owl Image.
QUEST_UNUSED_20150317_000110	I'll get rid of the Desmodus	Aku akan mengalahkan Desmodus.
QUEST_UNUSED_20150317_000111	Demon soaked in the Woods (1)	Asmodian basah kuyup di hutan (1)
QUEST_UNUSED_20150317_000112	We propose to give help	Kami akan memberikan bantuan.
QUEST_UNUSED_20150317_000113	Demon soaked in the Woods (2)	Asmodian basah kuyup di hutan (2)
QUEST_UNUSED_20150317_000114	We propose that the visit the owl image	Kami akan mengunjungi Owl Image.
QUEST_UNUSED_20150317_000115	Soul Hunter (1)	Jiwa Hunter (1)
QUEST_UNUSED_20150317_000116	We propose is to confirm the owl image	Kami akan mengkonfirmasi Owl Image.
QUEST_UNUSED_20150317_000117	Soul Hunter (2)	Jiwa Hunter (2)
QUEST_UNUSED_20150317_000118	We propose that you want to remove the trap	Bantu kami menghilangkan perangkap.
QUEST_UNUSED_20150317_000119	Soul Hunter (3)	Jiwa Hunter (3)
QUEST_UNUSED_20150317_000120	I'll get rid of the Hallowventers	Aku akan mengalahkan Hallowventers.
QUEST_UNUSED_20150317_000121	Soul Hunter (4)	Jiwa Hunter (4)
QUEST_UNUSED_20150317_000122	I'll get rid of the Hallowventer	Aku akan mengalahkan Hallowventer.
QUEST_UNUSED_20150317_000123	Opening the Barrier (1)	Membuka barrier (1)
QUEST_UNUSED_20150317_000124	Opening the Barrier (2)	Membuka barrier (2)
QUEST_UNUSED_20150317_000125	I willing to talk of soul in owl image	Aku bersedia berbicara dengan jiwa dari Owl Image.
QUEST_UNUSED_20150317_000126	The Wandering Soul (1)	Jiwa Tersesat (1)
QUEST_UNUSED_20150317_000127	The Wandering Soul (2)	Jiwa Tersesat (2)
QUEST_UNUSED_20150317_000128	I'll get rid of the Dark Slime	Aku akan mengalahkan Dark Slime.
QUEST_UNUSED_20150317_000129	The Wandering Soul (3)	Jiwa Tersesat (3)
QUEST_UNUSED_20150317_000130	Attack of Biteregina	Serangan BiteRegina
QUEST_UNUSED_20150317_000131	Attack of Werewolf	Serangan Werewolf
QUEST_UNUSED_20150317_000132	Notice /! / Please defeat Werewolf!	Notice /! / Kalahkan Werewolf!
QUEST_UNUSED_20150317_000133	Ma was occupied the tower of wizard monarch	Ma menduduki Mage Tower.
QUEST_UNUSED_20150317_000134	Grace of Wealth [Pardoner Advancement] (4)	Grace on Wealth [Pardoner Advancement](4)
QUEST_UNUSED_20150317_000135	Behind closed doors of secret	Dibalik pintu rahasia.
QUEST_UNUSED_20150317_000136	I'll take the bet	Aku akan ambil taruhannya.
QUEST_UNUSED_20150317_000137	I accept the test	Aku menerima tesnya.
QUEST_UNUSED_20150317_000138	Positive of curiosity	Rasa ingin tahu positif.
QUEST_UNUSED_20150317_000139	I'll do it	Aku akan melakukannya.
QUEST_UNUSED_20150317_000140	I interact with weak owl image	Aku akan berinteraksi dengan Owl Image lemah.
QUEST_UNUSED_20150317_000141	Enter Top Grip Peak	Memasuki Top Grip Peak
QUEST_UNUSED_20150317_000142	Move to the Top Grip Peak	Berpindah ke Top Grip Peak
QUEST_UNUSED_20150317_000143	Defeat Black Zigri	Hitam atau perwatan lebih.
QUEST_UNUSED_20150317_000144	I'll defeat the Black Zigri	Aku akan mengalahkan Black atau lebih.
QUEST_UNUSED_20150317_000145	The recovered the remains	Memulihkan sisa-sisa.
QUEST_UNUSED_20150317_000146	Collect the urn boxes scattered throughout the entrance of Top Grip Peak	Kumpulkan Urn Box yang bertebaran di pintu masuk Top Grip Peak
QUEST_UNUSED_20150317_000147	Check the soul of the barrier	Periksa soul of the barrier.
QUEST_UNUSED_20150317_000148	Come back to make sure the soul of the barrier	Kembali untuk meyakinkan Soul of the barrier.
QUEST_UNUSED_20150317_000149	Lost souls and conversation	Berbicara dengan Lost Spirit.
QUEST_UNUSED_20150317_000150	To talk to the lost souls to climb along the north of the road	Untuk berbicara dengan Lost Spirit untuk mendaki sepanjang jalan di utara.
QUEST_UNUSED_20150317_000151	I will talk to the lost souls	Aku akan berbicara dengan Lost Spirit.
QUEST_UNUSED_20150317_000152	Red plastic machine treatment	Perawatan Red Plastic Machine.
QUEST_UNUSED_20150317_000153	I do red plastic machine treatment	Aku melakukan perawatan Red Plastic Machine.
QUEST_UNUSED_20150317_000154	Regret many souls and conversation	Berbicara kepada Regret Souls.
QUEST_UNUSED_20150317_000155	I will talk to regret many souls	Aku akan berbicara dengan Regret Souls.
QUEST_UNUSED_20150317_000156	Defeat Black Sakmoli	Perawatan Black Sakumori.
QUEST_UNUSED_20150317_000157	I'll defeat the Black Sakmoli	Aku akan mengalahkan Black Sakumori.
QUEST_UNUSED_20150317_000158	Defeat Black Sakmoli	Perawatan Kurosaka Molly.
QUEST_UNUSED_20150317_000159	Check the Owl Sculpture	Periksa Owl Image.
QUEST_UNUSED_20150317_000160	I'll check the Owl Sculpture	Aku akan memeriksa Owl Image.
QUEST_UNUSED_20150317_000161	Defeat the surging monsters	Kalahkan monster yang berkelompok.
QUEST_UNUSED_20150317_000162	I'll defeat the surging monsters	Aku akan mengalahkan monster yang berkelompok.
QUEST_UNUSED_20150317_000163	Talk with the Sacred Owl Sculpture	Berbicara dengan Sacred Owl Image.
QUEST_UNUSED_20150317_000164	I'll talk to the Sacred Owl Sculpture	Aku berbicara dengan Sacred Owl Image.
QUEST_UNUSED_20150317_000165	Defeat Desmodus	Gereja Kematian
QUEST_UNUSED_20150317_000166	I'll defeat the Desmodus	Memeriksa Gereja Kematian.
QUEST_UNUSED_20150317_000167	Fisherman, and part recovery of DP	Nelayan, dan bagian pemulihan DP.
QUEST_UNUSED_20150317_000168	Fisherman, it has regained part of DP	Nelayan, itu memperoleh kembali bagian dari DP.
QUEST_UNUSED_20150317_000169	Defeat Red Fisherman	Perawatan Red Fisherman.
QUEST_UNUSED_20150317_000170	Conversation with gloomy owl image	Berbicara dengan Gloomy Owl Image.
QUEST_UNUSED_20150317_000171	I interact with gloomy owl image	Aku berbicara dengan Gloomy Owl Image.
QUEST_UNUSED_20150317_000172	Check the empty owl image	Periksa Empty Owl Image.
QUEST_UNUSED_20150317_000173	I check the empty owl image	Aku akan memeriksa Empty Owl Image.
QUEST_UNUSED_20150317_000174	Pitfalls Delete soul	Perangkap Penghilang Jiwa.
QUEST_UNUSED_20150317_000175	You want to delete by searching the pitfalls of soul	Kamu ingin menghapus dengan mencari perangkap jiwa.
QUEST_UNUSED_20150317_000176	Load treatment of Necroventer	Load treatment of Necroventer.
QUEST_UNUSED_20150317_000177	I will exterminate the load of Necroventer	Aku akan mengalahkan Load of Necroventer.
QUEST_UNUSED_20150317_000178	Load treatment of soul of Hunter	Load treatment of Soul of Hunter.
QUEST_UNUSED_20150317_000179	Treatment of key keeper Hello vendor	Kalahkan Key Keeper Hello Vendor.
QUEST_UNUSED_20150317_000180	I get the key to defeat key keeper Hello Venter	Aku mendapatkan key dengan mengalahkan Key Keeper Hello Venter.
QUEST_UNUSED_20150317_000181	Key keeper	Key Keeper
QUEST_UNUSED_20150317_000182	Load of hollow vendor	Load of Hollow Vendor.
QUEST_UNUSED_20150317_000183	Soul and conversation of Assistant	Berbicara dengan Soul of Assistant.
QUEST_UNUSED_20150317_000184	I talk to the soul of the Assistant	Aku berbicara dengan Soul of the Assistant.
QUEST_UNUSED_20150317_000185	I beat the monster to interfere	Aku mengalahkan raksasa yang mengganggu.
QUEST_UNUSED_20150317_000186	I have defeated the monster that interfere	Aku sudah mengalahkan monster yang mengganggu.
