QUEST_LV_0300_20150323_000011	It was a mistake for us to try to handle this by ourselves.{nl}From now on, we will tell the villagers the whole truth and include them in a {nl}deliberate discussion on how to handle the matter.	사제들끼리만 일을 해결하려고 했던 저희의 잘못도 큽니다.{nl}이제부턴 마을 사람들에게 모든 사실을 고하고 천천히 논의해 볼 생각입니다.	Ini adalah sebuah kesalahan bagi kami karena kami mencoba menangani hal ini sendiri.{nl} Mulai sekarang, kami akan memberitahu warga desa seluruh kebenaran dan melibatkan mereka dalam diskusi mengenai bagaimana cara menangani masalah ini.
QUEST_LV_0300_20150717_000012	Check the Detector's Functionality (1)	탐지기 작동 점검(1)	Check the Detector's Functionality (1)
QUEST_LV_0300_20150717_000013	Demons, Goddesses, and the Petrified City (1)	마족과 여신들, 그리고 석화된 도시(1)	Demon, Goddess, dan Petrified City (1)
QUEST_LV_0300_20150717_000014	Check the Detector's Functionality (2)	탐지기 작동 점검(2)	Check the Detector's Functionality (2)
QUEST_LV_0300_20150717_000015	Demons, Goddesses, and the Petrified City (2)	마족과 여신들, 그리고 석화된 도시(2)	Demon, Goddess, dan Petrified City (2)
QUEST_LV_0300_20150717_000016	Check the Detector's Functionality (3) 	탐지기 작동 점검(3)	Check the Detector's Functionality (3)
QUEST_LV_0300_20150717_000017	Check the Detector's Functionality (4)	탐지기 작동 점검(4)	Check the Detector's Functionality (4)
QUEST_LV_0300_20150717_000018	About the Guidance of Souls	영혼의 인도에 대해	Tentang Pedoman Souls
QUEST_LV_0300_20150717_000019	Repair the Petrification Detector	탐지기를 수리 하는 중	Memperbaiki Petrification Detector
QUEST_LV_0300_20150717_000020	Repairing/MAKING/3/TRACK_AFTER/None	수리 중/MAKING/3/TRACK_AFTER/None	Memperbaiki/MAKING/3/TRACK_AFTER/None
QUEST_LV_0300_20150717_000021	Check the Detector's Functionality (5)	탐지기 작동 점검(5)	Check the Detector's Functionality(5)
QUEST_LV_0300_20150717_000022	Repairing/MAKING/3/TRACK_BEFORE	수리 중/MAKING/3/TRACK_BEFORE/None	Memperbaiki/MAKING/3/TRACK_BEFORE
QUEST_LV_0300_20150717_000023	Notice/!/One of the parts is not fastened very well{nl}You'll need something like a string to tie it in place!#5	Notice/!/부품이 잘 고정되지 않습니다{nl}끈 같은 것이 필요할 것 같습니다!#5	Notice/!/Salah satu bagian tidak terikat dengan baik{nl} Kamu membutuhkan sesuatu seperti string untuk mengikatnya!#5
QUEST_LV_0300_20150717_000024	Notice/!/You need to find a string.#5	Notice/!/끈을 구해와야 합니다#5	Notice/!/Kamu perlu mencari string#5
QUEST_LV_0300_20150717_000025	For the Guidance of Souls	영혼의 인도를 위해	For the Guidance of Souls
QUEST_LV_0300_20150717_000026	Now you can relax	이제 안심해도 된다고 한다	Sekarang Kamu bisa tenang
QUEST_LV_0300_20150717_000027	Examining the Device/LOOK/2/TRACK_BEFORE/None	장치를 살펴 보는 중/LOOK/2/TRACK_BEFORE/None	Memeriksa Device/LOOK/2/TRACK_BEFORE/None
QUEST_LV_0300_20150717_000028	Notice/!/When you touch the device, it feels as if your soul is being sucked out!{nl}You begin to feel weaker and weaker!	Notice/!/장치를 만지자 영혼이 빠져 나가는 기분입니다!{nl}점점 기운이 없어지고 있습니다!	Notice/!/Ketika Kamu menyentuh device, rasanya seolah-olah soul Kamu tersedot keluar!{nl} Kamu mulai merasa lemah dan lebih lemah!
QUEST_LV_0300_20150717_000029	Notice/!/Now you feel reenergized.#5	Notice/이제 기운을 차릴 수 있을 것 같습니다#5	Notice/Sekarang Kamu merasa kembali berenergi#5
QUEST_LV_0300_20150717_000030	His Only Desire (1)	바라는 것은 오직(1)	His Only Desire (1)
QUEST_LV_0300_20150717_000031	About The Reason Behind His Deathwish	죽음을 바라는 이유에 대해	Mengenai alasan dibalik wasiatnnya
QUEST_LV_0300_20150717_000032	His Only Desire (3)	바라는 것은 오직(3)	His Only Desire (3)
QUEST_LV_0300_20150717_000033	His Only Desire (2)	바라는 것은 오직(2)	His Only Desire (2)
QUEST_LV_0300_20150717_000034	Go to the Cleric Master	클레릭 마스터에게 가 본다고 한다	Pergi ke Cleric Master
QUEST_LV_0300_20150717_000035	Now You Are Unable to Work Together	이제 협조할 수 없다	Sekarang Kamu tidak bisa bekerja bersama
QUEST_LV_0300_20150717_000036	Destroy the Terminal (1)	단말기 파괴(1)	Hancurkan Terminal (1)
QUEST_LV_0300_20150717_000037	About the Mainframe and the Terminal	본체와 단말기에 대해	Mengenai Mainframe dan Terminal
QUEST_LV_0300_20150717_000038	Avoid the monsters' attacks and destroy the terminal!#5	Notice/!/몬스터의 공격을 피해 단말기를 파괴하세요!#5	Hindari serangan monster dan hancurkan terminal!#5
QUEST_LV_0300_20150717_000039	Destroy the Terminal (2)	단말기 파괴(2)	Hancurkan Terminal (2)
QUEST_LV_0300_20150717_000040	Igniting explosive powder/FIRE/2/TRACK_BEFORE/None	폭약가루를 놓고 점화하는 중/FIRE/2/TRACK_BEFORE/None	Memicu bubuk peledakan/FIRE/2/TRACK_BEFORE/None
QUEST_LV_0300_20150717_000041	Notice/The terminal was destroyed in the explosion!#5	Notice/단말기가 폭발하면서 사라졌습니다!#5	Notice/Terminal telah hancur dalam ledakan!#5
QUEST_LV_0300_20150717_000042	Destroy the Terminal (3)	단말기 파괴(3)	Hancurkan Terminal (3)
QUEST_LV_0300_20150717_000043	And, Eternal Repose (1)	그리고 영원한 안식(1)	And, Eternal Repose (1)
QUEST_LV_0300_20150717_000044	If You Have Any Final Words	마지막으로 할 말이 있다면	Apakah kamu memiliki kata-kata terakhir
QUEST_LV_0300_20150717_000045	And, Eternal Repose (2)	그리고 영원한 안식(2)	And, Eternal Repose (2)
QUEST_LV_0300_20150717_000046	Placing the Orb/MAKING/3/TRACK_BEFORE/None	오브를 설치 하는 중/MAKING/3/TRACK_BEFORE/None	Meletakkan Orb/MAKING/3/TRACK_BEFORE/None
QUEST_LV_0300_20150717_000047	And, Eternal Repose (3)	그리고 영원한 안식(3)	And, Eternal Repose (3)
QUEST_LV_0300_20150717_000048	Greetings	인사한다	Menyapa
QUEST_LV_0300_20150717_000049	Notice/It looks like Svitrigaila's wish was granted#5	Notice/쉬트리가일라가 원하는 것이 이루어 진 것 같습니다#5	Notice/Sepertinya keinginan Svitrigaila terkabul#5
QUEST_LV_0300_20150717_000050	Inspect the Detector	탐지기 작동 점검	Check the Detector's Functionality
QUEST_LV_0300_20150717_000051	Talk to Kupole Meile	큐폴 메일레와 대화	Bicara Kepada Kupole Meile
QUEST_LV_0300_20150717_000052	Talk to the Kupole whom you saved from the Petrifying Frost.	석화서리로부터 구해 준 큐폴과 대화해 보세요.	Bicara kepada Kupole, yang Kamu selamatkan dari Stone Frost.
QUEST_LV_0300_20150717_000053	Examine the Petrification Detectors	석화 탐지기들을 살펴 보기	Memeriksa Petrification Detectors
QUEST_LV_0300_20150717_000054	Check the detectors in areas you haven't been to yet to help Kupole Meile guide the souls safely from the Petrifying Frost.	큐폴 메일레가 석화서리로부터 안전하게 영혼들을 인도할 수 있도록 이 지역의, 아직 가보지 않은 곳의 탐지기를 모두 점검 하세요.	Periksa detektor di sekitar, Kamu belum pernah membantu Kupole Meile memandu para soul dari  Stone Frost.
QUEST_LV_0300_20150717_000055	Return to Kupole Meile	큐폴 메일레에게 돌아가기	Kembali ke Kupole Meile
QUEST_LV_0300_20150717_000056	You checked all 4 detectors except the one at the entrance. Now return to Kupole Meile.	입구 쪽에 있던 탐지기를 제외한 4개의 탐지기를 모두 조사했습니다. 이제 큐폴 메일레에게 돌아가서 상황을 전해 주세요.	Kamu telah memeriksa ke 4 detektor kecuali satu di entrance. Sekarang kembali ke Kupole Meile.
QUEST_LV_0300_20150717_000057	You have something to say about reactivating the malfunctioning detector. Talk to Kupole Meile again.	고장난 탐지기를 다시 작동 시키기 위해 전할 말이 있습니다. 큐폴 메일레와 다시 대화하세요.	Kamu memiliki sesuatu untuk mengaktifkan detektor rusak. Bicara kembali dengan Kupole Meile.
QUEST_LV_0300_20150717_000058	Meet with Royal Army Guard Retia	왕국군 레티아 만나기	Temui Royal Army Guard Retia
QUEST_LV_0300_20150717_000059	Kupole said that the Royal Army installed the petrification detectors. Meet Royal Army Guard Retia at Verkti Square.	석화탐지기를 설치 한 것은 왕국군이라는 큐폴의 말에 따라 베르크티 광장의 왕국군 장교 레티아를 찾아가 봅시다.	Kupole mengatakan bahwa Kingdom Army memasang petrification detectors. Temui Royal Army Guard Retia di Verkti Square.
QUEST_LV_0300_20150717_000060	Talk some more with Royal Army Guard Retia about the malfunctioning detector at the Coastal Fortress.	연안요새의 작동하지 않는 석화탐지기에 대해 왕국군 레티아와 대화를 더 나눠보세요.	Bicara lagi dengan Royal Army Guard Retia mengenai detektor yang rusak di Coastal Fortress.
QUEST_LV_0300_20150717_000061	Find a part for the petrification detector	석화 탐지기 부품 구하기	Cari komponen dari petrification detector
QUEST_LV_0300_20150717_000062	Listen to Royal Army Guard Retia and look for the soldiers that were dispatched to the Coastal Fortress. If something has happened to them, you'll have to retrieve the part for the detector from their corpses. Also, try hunting the monsters in the area.	왕국군 레티아의 말에 따라, 연안요새로 파견 나간 병사들을 찾아 봅시다. 혹시라도 그들이 사고를 당했다면 시신에서라도 부품을 얻어야 할 것입니다. 또는 그 주변의 몬스터들도 사냥 해 봅시다.	Dengarkan Royal Army Guard Retia dan cari para tentara yang dikirim ke Coastal Fortress. Jika sesuatu terjadi pada mereka, Kamu harus mengambil komponen detektor dari mayat mereka. Dan juga coba buru para monster di area itu.
QUEST_LV_0300_20150717_000063	Meet with Kupole Meile	큐폴 메일레 만나기	Temui Kupole Meile
QUEST_LV_0300_20150717_000064	Unfortunately, the Royal Army soldiers did not survive, but you were able to collect all the necessary parts for the detector. Now, go tell Kupole what has happened, and then go repair the petrification detector.	왕국군 병사들은 안타깝게도 변을 당했지만 부품들은 무사히 모두 구했습니다. 이제 석화탐지기를 수리하러 가기 전에 이 사실을 큐폴에게 알려 주세요.	Sayangnya, para prajurit Kingdom Army tidak selamat, namun Kamu dapat mengumpulkan semua komponen yang diperlukan untuk detektor. Sekarang, pergi beritahu Kupole apa yang telah terjadi disini, kemudian pergi perbaiki petrification detector.
QUEST_LV_0300_20150717_000065	Before you go to repair the petrification detector, talk to Kupole Meile about the situation at hand.	석화 탐지기를 수리하러 가기 전에, 이런 상황에 대해 큐폴 메일레와 대화 해 봅시다.	Sebelum Kamu pergi untuk memperbaiki petrification detector, bicara dengan Kupole Meile tentang situasi yang terjadi.
QUEST_LV_0300_20150717_000066	Repair the Petrification Detector	석화 탐지기 수리	Memperbaiki Petrification Detector
QUEST_LV_0300_20150717_000067	Repair the first petrification detector that wasn't working.	작동하지 않았던 첫 번째 석화 탐지기를 수리 하세요.	Memperbaiki First Petrification Detector yang tidak bekerja.
QUEST_LV_0300_20150717_000068	You have defeated all of the monsters that began to attack when you tried to repair the petrification detector. Now you can go back to repairing the petrification detector in peace.	석화 탐지기를 수리 하려고 하자 달려 든 몬스터들을 모두 물리쳤습니다. 이제 안심하고 석화 탐지기를 수리 할 수 있을 것 같습니다.	Kamu telah mengalahkan semua monster yang menyerang Kamu ketika mencoba untuk memperbaiki petrification detector. Sekarang Kamu bisa kembali memperbaiki petrification detector dengan tenang.
QUEST_LV_0300_20150717_000069	Repair the Third Petrification Detector	세 번째 석화 탐지기 수리	Memperbaiki Third Petrification Detector
QUEST_LV_0300_20150717_000070	Now go repair the third petrification detector.	이제 세 번째 석화 탐지기를 수리하러 가세요.	Sekarang pergi perbaiki Third Petrification Detector.
QUEST_LV_0300_20150717_000071	Find Fastening String	고정할 끈 구하기	Cari Fastening String
QUEST_LV_0300_20150717_000072	You'll need some string to attach and secure the part to the detector. Try hunting some from monsters.	탐지기의 부품을 달고 잘 고정 시켜 줄 노끈이 필요 할 것 같습니다. 몬스터들로부터 구해 봅시다.	Kamu akan memerlukan beberapa string untuk mengikat dan mengamankan komponen ke detektor. Coba buru beberapa string dari para monster.
QUEST_LV_0300_20150717_000073	You have collected enough string to fasten the part. Now repair the third petrification detector.	고정 할 끈을 모두 구했습니다. 이제 세 번째 석화 탐지기를  수리 하세요.	Kamu telah mengumpulkan cukup string untuk mengikat komponen. Sekarang perbaiki third petrification detector.
QUEST_LV_0300_20150717_000074	Hunt monsters and collect %s	몬스터를 사냥하여 %s 구하기	Buru Monster dan kumpulkan %s
QUEST_LV_0300_20150717_000075	Hunt monsters and collect string	몬스터를 사냥하여 노끈 구하기	Buru Monster dan kumpulkan string
QUEST_LV_0300_20150717_000076	Go let Kupole Meile know that you have repaired all of the petrification detectors.	석화 탐지기를 모두 수리했습니다. 이 사실을 큐폴 메일레에게 알려 주세요.	Pergi beritahu Kupole Meile bahwa Kamu telah memperbaiki semua petrification detectors.
QUEST_LV_0300_20150717_000077	Examine the Mysterious Device	수상한 장치 살펴 보기	Memeriksa Device Misterius
QUEST_LV_0300_20150717_000078	As you approach the unknown device, you feel strangely drawn to it and can't help but inch closer. What could this device be? Maybe you'd find out if you try touching it?	알 수 없는 장치에 다가가면 무언가에 이끌리듯이 그 앞으로 이동하게 됩니다. 과연 이 장치는 무엇일까요. 만져 보면 알 수 있지 않을까요?	Saat Kamu mendekati device yang tidak dikenal, Kamu merasa tertarik dan mencoba untuk mendekatinya. Device apakah ini? Mungkin Kamu akan mengetahuinya bila Kamu menyentuhnya?
QUEST_LV_0300_20150717_000079	Find Svitrigaila	쉬트리가일라 찾아 가기	Cari Svitrigaila
QUEST_LV_0300_20150717_000080	You begin to feel weaker and weaker, as if your soul is being drained from your body. Find someone who can help you out of this situation.	영혼이 빠져 나가고 있는 것인지, 점점 기운이 없어지는 것 같습니다. 이 상황을 풀어 줄 누군가를 찾아 보세요.	Kamu mulai merasa lemah dan semakin lemah, seolah-olah soul Kamu terkuras dari tubuh Anda. Cari seseorang yang dapat membantu Kamu keluar dari situasi ini.
QUEST_LV_0300_20150717_000081	His Only Desire	바라는 것은 오직	His Only Desire 
QUEST_LV_0300_20150717_000082	Talk with Svitrigaila	쉬트리가일라와 대화	Bicara dengan Svitrigaila
QUEST_LV_0300_20150717_000083	It looks like you're going to have to listen to Svitrigaila's story.	아무래도 쉬트리가일라의 사연을 들어봐야 할 것 같습니다.	Sepertinya Kamu harus mendengarkan cerita Svitrigaila.
QUEST_LV_0300_20150717_000084	Gather Poisonous Weeds	독초 구하기	Kumpulkan Poisonous Weeds
QUEST_LV_0300_20150717_000085	Svitrigaila tells you that, as a Revelator, it wouldn't be bad for you to help him commit suicide, and he asks you to gather some poisonous herbs for him.	쉬트리가일라는 계시자로서 자신의 죽음에 도움을 주는 것도 나쁘지 않을 것이라면서 독초를 구해다 달라고 하고 있습니다. 그가 말한 곳으로 가서 독초를 구해 오세요.	Svitrigaila memberitahu Kamu bahwa sebagai Savior, tidak akan buruk jika Kamu membantunya bunuh diri, dan dia meminta Kamu untuk mengumpulkan beberapa tumbuhan beracun untuknya.
QUEST_LV_0300_20150717_000086	Give Svitrigaila the Poisonous Herbs	쉬트리가일라에게 독초 갖다 주기	Berikan Svitrigaila tumbuhan beracun
QUEST_LV_0300_20150717_000087	You have gathered all of the poisonous herbs that Svitrigaila asked you to get. Now return to Svitrigaila and give him the poisonous herbs you've collected.	쉬트리가일라가 말한 독초를 모두 구한 것 같습니다. 이제 돌아가 이 독초들을 쉬트리가일레에게 전해 주세요.	Kamu telah mengumpulkan semua tumbuh-tumbuhan beracun yang Svitrigaila minta kepada Anda. Sekarang kembali ke Svitrigaila dan berikan tumbuhan beracun yang telah Kamu kumpulkan.
QUEST_LV_0300_20150717_000088	Talk to the Cleric Master to get the holy water that Svitrigaila needs.	쉬트리가일라에게 필요한 성수를 얻기 위해 클레릭 마스터와 대화 하세요.	Bicara dengan Cleric Master untuk mendapatkan holy water yang diperlukan Svitrigaila.
QUEST_LV_0300_20150717_000089	Return to Svitrigaila	쉬트리가일라에게 돌아가기	Kembali ke Svitrigaila
QUEST_LV_0300_20150717_000090	The Cleric Master stubbornly refused your request. That's unfortunate. Well anyhow, go tell Svitrigaila what happened.	클레릭 마스터는 완강하게 거절 했습니다. 아쉽지만 어쨌든 이 사실을 쉬트리가일라에게 전해 주세요.	Cleric Master terus menolak permintaan Anda. Itu sangat disayangkan. Hmm, pergi beritahu Svitrigaila mengenai apa yang terjadi.
QUEST_LV_0300_20150717_000091	You gave Svitrigaila the poisonous herbs, and it appears that he ate them, but you don't see any change in him. Try speaking to him again.	쉬트리가일라에게 독초를 건네주었고, 그가 그 독초를 먹는 것 같았지만 효과는 보이지 않습니다. 다시 그에게 말을 걸어 보세요.	Kamu memberi Svitrigaila tumbuhan beracun, dan tampaknya ia memakannya, tetapi Kamu tidak melihat perubahan pada dirinya. Cobalah bicara dengannya lagi.
QUEST_LV_0300_20150717_000092	Seeing as there was no effect on Svitrigaila when he ate the poisonous herbs, it must be that he needs to mix them with holy water first, and then eat them to get the desired result. Find the Cleric Master and get the holy water from him.	독초를 먹어도 효과가 없자, 아무래도 독초를 성수에 섞어 먹으면 쉬트리가일라가 바라는 바를 이룰 수 있을 것 같습니다. 클레릭 마스터를 찾아 가 성수를 얻어 오세요.	Karena melihat Svitrigaila tidak mengalami perubahan ketika ia memakan tumbuh-tumbuhan beracun, itu pasti mengapa ia harus mencampurnya dengan holy water terlebih dahulu, dan kemudian memakannya untuk mendapatkan hasil yang diinginkan. Temui Cleric Master dan dapatkan holy water darinya.
QUEST_LV_0300_20150717_000093	Destroy the Terminal	단말기 파괴	Hancurkan Terminal
QUEST_LV_0300_20150717_000094	Talk with Svitrigaila some more.	쉬트리가일라와 더 대화해 보세요.	Berbicara dengan Svitrigaila lagi.
QUEST_LV_0300_20150717_000095	Destroy the Soul Compactor Terminal	영혼 집약 단말기 파괴하기	Hancurkan Soul Compactor Terminal
QUEST_LV_0300_20150717_000096	In order to help Svitrigaila, you'll have to destroy the Soul Compaction Device. You'll need to gather some tools to help you destroy the Soul Compaction Device terminal, and then its the mainframe, beforehand. First things first, destroy the first terminal.	쉬트리가일라를 도와주기 위해서는 일단 영혼 집약 장치를 파괴 해야 할 것 같습니다. 그 이전에 영혼 집약 장치의 단말기를 차례로 파괴해서 영혼 집약 장치 본체를 파괴할 도구의 재료를 구해야 한다고 합니다. 먼저 첫 번째 단말기를 파괴 하세요.	Untuk membantu Svitrigaila, Kamu harus menghancurkan Soul Compaction Device. Kamu harus mengumpulkan beberapa alat untuk menghancurkan Soul Compaction Device terminal, dan kemudian mainframenya. Hal pertama yang harus dilakukan, hancurkan first terminal.
QUEST_LV_0300_20150717_000097	Inform Svitrigaila	쉬트리가일라에게 알려 주기	Memberitahu Svitrigaila
QUEST_LV_0300_20150717_000098	You have destroyed the terminal. And you successfully retrieved the Terminal Core. Give the core to Svitrigaila.	단말기를 파괴 했습니다. 또한 단말기의 핵도 무사히 구했습니다. 이 핵을 쉬트리가일라에게 전해 주세요.	Kamu telah menghancurkan terminal. Dan Kamu berhasil mengambil core terminal. Berikan core kepada Svitrigaila.
QUEST_LV_0300_20150717_000099	Destroy the Terminal and retrieve its core	단말기를 파괴하고 핵 구하기	Hancurkan Terminal dan Ambil Core-nya
QUEST_LV_0300_20150717_000100	Ask Svitrigaila how to destroy the terminal in the next area.	두 번째 지역의 단말기를 파괴 하기 위해서는 어떻게 해야 하는지 쉬트리가일라와 이야기 해 보세요.	Tanyakan Svitrigaila bagaimana menghancurkan terminal di area berikutnya.
QUEST_LV_0300_20150717_000101	Scrape off and collect Petrification Particles	석화물 가루 긁어 모으기	Kikis dan Kumpulkan Petrification Particles
QUEST_LV_0300_20150717_000102	According to Svitrigaila, you need to amplify the power of the explosive powder in order to destroy the next terminal, and for that, you'll need to scrape off and collect particles from petrified objects in this area.	쉬트리가일라의 말에 따라, 단말기를 파괴 하기 위한 폭약가루의 효과 증폭을 위한 재료로 그 일대의 석화물에서 석화가루를 긁어 모아 봅시다.	Menurut Svitrigaila, Kamu perlu untuk memperkuat daya dari bubuk peledak untuk menghancurkan terminal berikutnya, dan untuk itu, Kamu harus mengikis dan mengumpulkan partikel dari benda petrified di area ini.
QUEST_LV_0300_20150717_000103	Blow up the Terminal	단말기 폭파하기	Meledakkan Terminal
QUEST_LV_0300_20150717_000104	Use the explosive powder Svitrigaila gave you and the petrification particles you collected to blow up the second terminal.	쉬트리가일라가 준 폭약가루와 채취한 석화물 가루로 두 번째 단말기를 폭파 시키세요.	Gunakan bubuk peledak yang Svitrigaila berikan dan petrification particles yang Kamu kumpulkan untuk meledakkan second terminal.
QUEST_LV_0300_20150717_000105	Ask Svitrigaila what you need to do to destroy the next terminal.	다음 단말기를 파괴 하기 위해 어떻게 해야 하는지 쉬트리가일라와 대화해 보세요.	Tanyakan Svitrigaila apa yang harus Kamu lakukan untuk menghancurkan terminal berikutnya.
QUEST_LV_0300_20150717_000106	Destroy the Terminal	단말기 파괴 하기	Hancurkan Terminal
QUEST_LV_0300_20150717_000107	Svitrigaila says that the third terminal will get knocked out if anything comes near it. Retrieve the core from the petrified monsters nearby and throw it at the terminal to destroy it.	쉬트리가일라의 말 대로 세 번째 단말기에 접근하면 넉다운 됩니다. 세 번째 단말기 근처의 석화 된 몬스터로부터 코어를 구해 단말기를 향해 던져서 단말기를 파괴 하세요.	Svitrigaila mengatakan bahwa third terminal akan menghancurkan apapun yang datang mendekatinya. Ambil core dari petrified monster terdekat dan lemparkan ke terminal itu untuk menghancurkannya.
QUEST_LV_0300_20150717_000108	And Eternal Repose	그리고 영원한 안식	And, Eternal Repose
QUEST_LV_0300_20150717_000109	Now that you've gotten rid of all the terminals, return to Svitrigaila.	단말기들을 모두 없앴으니, 이제 쉬트리가일라에게 돌아가 보세요.	Kamu telah berhasil menyingkirkan semua terminal, kembali ke Svitrigaila.
QUEST_LV_0300_20150717_000110	Find materials to craft the Magic Orb	마법 오브의 재료 구하기	Cari Material untuk membuat Magic Orb
QUEST_LV_0300_20150717_000111	Svitrigaila gave you a manual to create a magic orb that can free the trapped souls from the Soul Compactor. Gather the necessary crafting materials that Svitrigaila  was unable to get from monsters and then use the manual to craft Svitrigaila's Orb.	쉬트리가일라로부터 영혼 집약 장치에서 영혼을 모두 빠져 나가게 할 오브를 만들 수 있는 제작서를 받았습니다. 쉬트리가일라가 미쳐 구하지 못한 재료를 몬스터로부터 구한 뒤 제작서를 사용하여 쉬트드가일라의 마법 오브를 만들어 보세요.	Svitrigaila memberi Kamu manual untuk membuat magic orb yang bisa membebaskan para soul yang terperangkap di Soul Compactor. Kumpulkan material yang Svitrigaila tidak bisa dapatkan dari monster dan kemudian gunakan manual untuk membuat Svitrigaila's Magic Orb.
QUEST_LV_0300_20150717_000112	Destroy the Soul Compactor	영혼 집약 장치 파괴하러 가기	Pergi ke Hancurkan Soul Compactor
QUEST_LV_0300_20150717_000113	You have crafted Svitrigaila's Orb. Now take the orb to the Soul Compactor.	쉬트리가일라의 마법 오브를 만들었습니다. 이제 오브를 영혼 집약 장치에 가져가세요.	Kamu telah membuat Svitrigaila's Magic Orb. Sekarang bawa orb ke Soul Compactor.
QUEST_LV_0300_20150717_000114	Destroy the Soul Compactor	영혼 집약 장치 파괴	Hancurkan Soul Compactor
QUEST_LV_0300_20150717_000115	Destroy the Soul Compactor with Svitrigaila's Orb.	쉬트리가일라의 오브를 가지고, 영혼 집약 장치를 파괴 하세요.	Hancurkan Soul Compactor dengan Svitrigaila's orb.
